GivenName,Surname,StreetAddress,City,ZipCode,EmailAddress,TelephoneNumber,Latitude,Longitude,GUID,Domain,Company,Color,Occupation,Vehicle,Birthday,Number,Gender,NameSet,Title,MiddleInitial,State,StateFull,Country,CountryFull,Username,Password,BrowserUserAgent,TelephoneCountryCode,MothersMaiden,TropicalZodiac,CCType,CCNumber,CVV2,CCExpires,NationalID,UPS,WesternUnionMTCN,MoneyGramMTCN,BloodType,Pounds,Kilograms,FeetInches,Centimeters
Billy,Hermansson,"Sonnenbergstr 50",Bourdigny,1242,BillyHermansson@gustr.com,"022 834 25 40",46.259954,6.054196,d5a07386-0804-4477-af7c-cad399d20011,StrongBands.ch,"Consumers and Consumers Express",Black,"Staff development director","1993 Toyota Cressida",4/10/1994,303,male,Swedish,Dr.,M,,,CH,Switzerland,Grins1994,taezei1Oh,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",41,Abrahamsson,Aries,MasterCard,5459515056555180,541,7/2020,,"1Z 4Y7 129 54 9050 639 2",6594705018,30599452,A+,175.1,79.6,"5' 8""",173
Emely,Persson,"Breitenstrasse 124",Basel,4091,EmelyPersson@teleworm.us,"061 391 61 18",47.601622,7.626006,4025fcf0-9999-4ba5-844a-b6a737c87e26,ParkingThread.ch,"Lee Wards",Yellow,"Closed captioner","1995 Nissan President",5/25/1991,304,female,Swedish,Ms.,J,,,CH,Switzerland,Imensid,Ahlie9eech,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.73 Safari/537.36",41,Nordström,Gemini,MasterCard,5387259893444798,687,2/2021,,"1Z 38E 445 44 9679 131 2",4218285423,03868542,O+,102.7,46.7,"5' 4""",162
Marius,Holm,"Breitenstrasse 90",Basel,4007,MariusHolm@rhyta.com,"061 401 39 87",47.539352,7.537636,cb75fa74-35c1-4aee-ba37-05f02cce9f02,TravelingCamp.ch,"Crazy Tiger",Blue,"Cash manager","1995 Chevrolet Monte Carlo",12/27/1983,305,male,Swedish,Mr.,C,,,CH,Switzerland,Hitche1983,buloiM2Qu,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",41,Lindberg,Capricorn,MasterCard,5340206813519494,263,11/2019,,"1Z 682 159 36 1996 357 2",3961449209,15750903,O+,203.7,92.6,"5' 7""",170
Mohammad,Carlsson,"Via Vigizzi 83","Unter Schlatt",8418,MohammadCarlsson@einrot.com,"052 797 98 57",47.451128,8.775122,1e77889c-9185-4f5a-adc2-17b3dada49fe,WirelessCopier.ch,"Suncoast Video",Blue,Macroeconomist,"2014 Cadillac Escalade",8/5/1983,306,male,Swedish,Mr.,H,,,CH,Switzerland,Beittlet,Izai8ee3ood,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.73 Safari/537.36",41,Norberg,Leo,Visa,4916086246760064,252,1/2019,,"1Z 174 639 25 5831 362 0",6641964097,97501976,A+,167.6,76.2,"6' 3""",190
Hedvig,Björklund,"Kappelergasse 98",Aarüti,8192,HedvigBjorklund@armyspy.com,"044 431 67 12",47.47301,8.466694,b782b222-1f58-4582-a1b8-4707726fe450,PaidProducts.ch,"Belle Lady",Blue,Colorist,"1997 Peugeot 406",10/29/1943,307,female,Swedish,Ms.,P,,,CH,Switzerland,Xxxxxis,woquoo5V,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",41,Abrahamsson,Scorpio,MasterCard,5155335948732534,998,7/2019,,"1Z 235 163 94 8972 157 4",6861313786,36472938,A+,208.3,94.7,"5' 1""",155
Alessandro,Axelsson,"Obere Haltenstrasse 34",Lugano,6900,AlessandroAxelsson@dayrep.com,"091 779 55 26",46.062375,8.927925,f3caafc3-59ed-4c7c-94fc-8021f842bb05,SpaceSeries.ch,"Warner Brothers Studio Store",Blue,"Administrative office assistant","2007 Audi S6",4/27/1981,308,male,Swedish,Mr.,S,,,CH,Switzerland,Myseat,Eir8sophie,"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0",41,Persson,Taurus,MasterCard,5430136050395483,128,10/2017,,"1Z 135 658 91 1713 925 2",6848240112,01958343,O+,191.0,86.8,"5' 9""",175
Wille,Lundqvist,"Mattenstrasse 20",Soazza,6562,WilleLundqvist@rhyta.com,"091 729 98 18",46.393255,9.249026,83593775-d2b0-419d-a0c1-dc7565ffb43d,PoshApartments.ch,CompuAdd,Blue,"General manager","2012 Scion xD",12/5/1932,309,male,Swedish,Mr.,M,,,CH,Switzerland,Ping1932,ImieK7Moodah,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",41,Gustafsson,Sagittarius,MasterCard,5155823203034118,025,3/2021,,"1Z 356 987 29 9355 593 7",3810444865,43745763,A-,188.5,85.7,"5' 11""",181
Li,Hermansson,"Schuetzenweg 84",Melano,6818,LiHermansson@einrot.com,"091 793 95 85",45.9617,8.949437,384d6c6a-c191-414e-ad8e-68522fe789ab,PsychoPost.ch,"Gas Legion",Orange,"Computer operator","2007 Ford Fusion",7/9/1962,310,female,Swedish,Ms.,M,,,CH,Switzerland,Aunteliend,Aishahkiex3U,"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0",41,Åström,Cancer,Visa,4532627622662145,306,3/2020,,"1Z F51 386 63 9881 548 5",2560910475,59895620,O+,112.9,51.3,"5' 5""",166
Alwin,Nyberg,"Glennerstrasse 131",Genève,1201,AlwinNyberg@superrito.com,"022 377 21 30",46.13326,6.089449,10251cab-5dff-41b1-adf9-8275701e0c0a,BaseRingTones.ch,Newhair,Blue,"Engineering and natural sciences manager","2007 Suzuki SX4",9/24/1936,311,male,Swedish,Mr.,L,,,CH,Switzerland,Standery36,faek3Oghuu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",41,Sandberg,Libra,Visa,4916314682110713,761,5/2019,,"1Z 814 013 51 4481 539 1",6893665599,40934091,B+,148.1,67.3,"5' 9""",175
Joachim,Lindgren,"Seefeldstrasse 10",Kindhausen,8604,JoachimLindgren@teleworm.us,"052 251 38 14",47.318061,8.770637,1378afe1-089a-4431-973d-9764b8e495c4,KilometerConverter.ch,"Landskip Yard Care",Blue,"Telephone installer","2004 MG ZR",7/21/1959,312,male,Swedish,Mr.,E,,,CH,Switzerland,Cidew1959,fie4ya2iD5e,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.80 Safari/537.36",41,Hellström,Cancer,MasterCard,5266752428623189,163,7/2018,,"1Z 807 793 95 7879 461 8",9120763577,13276011,AB+,206.6,93.9,"5' 10""",179
Karim,Abrahamsson,"Piazza Indipendenza 45",Trachslau,8840,KarimAbrahamsson@rhyta.com,"055 714 15 93",47.174658,8.780624,a081a69f-4d30-4785-8181-f2444d09440d,StockVids.ch,Romp,Blue,"Mail processor","2002 Honda Legend",5/10/1933,313,male,Swedish,Mr.,G,,,CH,Switzerland,Mearies,ohjoke7Zi,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",41,Carlsson,Taurus,MasterCard,5522221616568325,365,12/2017,,"1Z 132 W39 56 6976 743 8",5983313629,36303286,A+,209.2,95.1,"5' 5""",166
Ayla,Sandström,"Kornquaderweg 81",Remigen,5236,AylaSandstrom@dayrep.com,"062 981 21 39",47.484238,8.22356,e8e98dce-8743-4776-8ec6-fe13c36ddbbe,MoleForum.ch,"Scotty's Builders Supply",Red,"DEA agent","2004 Volvo C70",9/24/1962,314,female,Swedish,Ms.,R,,,CH,Switzerland,Deprectuod,Gii7ooquai,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",41,Lindberg,Libra,Visa,4532913273035363,021,7/2019,,"1Z 671 53A 69 8632 871 7",7247154982,24093722,B+,189.2,86.0,"5' 7""",171
Amela,Söderström,"Loorenstrasse 86",Chlausen,8815,AmelaSoderstrom@dayrep.com,"055 515 75 47",47.195554,8.62264,6ed72586-2a18-4c2d-8aee-eff67316c828,PestControlList.ch,Oshman's,Purple,"Plant custodian","2009 Jeep Patriot",7/8/1933,315,female,Swedish,Mrs.,E,,,CH,Switzerland,Thearl,ahr3we9Wah,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/601.2.7 (KHTML, like Gecko) Version/9.0.1 Safari/601.2.7",41,Nyström,Cancer,Visa,4532576869899789,739,12/2021,,"1Z 567 997 62 4103 787 1",6453230241,64444228,O+,200.9,91.3,"5' 0""",153
Vidar,Dahl,"Möhe 108",Inkwil,3375,VidarDahl@einrot.com,"032 723 95 20",47.160752,7.679156,c60e205e-6032-49d9-8966-fd99e17cdb96,HotelVet.ch,"Giant Open Air",Black,"School librarian","2008 Honda Fit",8/23/1957,316,male,Swedish,Mr.,H,,,CH,Switzerland,Wispir,tu6Tho4Ko,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",41,Axelsson,Virgo,MasterCard,5397739098595278,543,12/2017,,"1Z 461 W33 10 4182 858 4",1844493066,28605072,O+,153.1,69.6,"6' 0""",183
Ante,Hellström,"Bergrain 94",Châtel-sur-Montsalvens,1653,AnteHellstrom@rhyta.com,"026 726 35 85",46.552186,7.046736,42892d12-08de-4946-948f-0a303dd506f3,URLFLash.ch,"Alert Alarm Company",Blue,Faller,"2008 Fiat Ducato",7/4/1958,317,male,Swedish,Mr.,C,,,CH,Switzerland,Somforeatty,voo0foo4Ub,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",41,Göransson,Cancer,Visa,4929711016312524,662,6/2021,,"1Z 346 F22 08 5382 377 0",0275508328,12495864,A+,153.6,69.8,"5' 11""",180
Teresia,Jansson,"Brunnacherstrasse 7",Zürich,8065,TeresiaJansson@dayrep.com,"043 654 57 81",47.321956,8.61661,b72ea129-8b7a-42de-91c3-e278394b9bff,ConventionDestinations.ch,"Olson's Market",Purple,"Job development specialist","2009 Chrysler Grand Voyager",4/4/1976,318,female,Swedish,Ms.,K,,,CH,Switzerland,Dogried,Pu7ien8th,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",41,Lind,Aries,Visa,4716091971451568,828,4/2018,,"1Z 859 F41 34 3390 967 9",2467994568,79776893,AB+,214.1,97.3,"5' 3""",161
Cesar,Eliasson,"Grossmatt 132",Biel/Bienne,2500,CesarEliasson@einrot.com,"032 621 57 21",47.187896,7.18218,4353acde-f97b-452d-8818-5ef1e960eaa9,ChattanoogaMuseum.ch,StopGrey,Green,"Circulation assistant","2015 Infiniti Q70",2/17/1979,319,male,Swedish,Dr.,T,,,CH,Switzerland,Gradde1979,waeSaeGon7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",41,Berggren,Aquarius,Visa,4929356131271922,156,4/2020,,"1Z F40 754 49 1625 263 2",5784945120,72715276,B+,149.2,67.8,"5' 6""",167
Judith,Karlsson,"Binzmühlestrasse 110",Samedan,7503,JudithKarlsson@dayrep.com,"081 993 77 94",46.500073,9.818567,f0468337-087d-4cb7-9871-a289e6ecf371,TextMarathon.ch,"Signa Air",Purple,"General manager","1993 Plymouth Colt",10/29/1964,320,female,Swedish,Ms.,F,,,CH,Switzerland,Frouths,wopoSa0chu,"Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 Iceweasel/38.4.0",41,Axelsson,Scorpio,Visa,4556647302988587,903,6/2021,,"1Z 500 282 76 2403 261 4",5391083657,70607276,B+,173.4,78.8,"5' 6""",167
Nemi,Fredriksson,"Bahnhofplatz 3",Altendorf,8852,NemiFredriksson@fleckens.hu,"055 432 20 55",47.216527,8.79522,4426b06c-aeb7-454e-9d1c-e8d60fb1840f,BelizeFaq.ch,"Listenin' Booth",Blue,"Simultaneous interpreter","2005 Honda Civic",10/31/1934,321,female,Swedish,Mrs.,V,,,CH,Switzerland,Agge1934,Je7aechohz,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.73 Safari/537.36",41,Wallin,Scorpio,MasterCard,5437185981063051,870,4/2017,,"1Z 590 414 73 9562 261 5",1975778019,07227264,O+,142.6,64.8,"5' 7""",170
Silvia,Holmberg,"Püntstrasse 55",Zimikon,8604,SilviaHolmberg@rhyta.com,"052 839 11 76",47.43326,8.745866,ba12db7c-0258-40ae-9d48-6b81930f8490,TheSteroid.ch,"Levitz Furniture",Blue,"Payroll clerk","2009 Mercedes-Benz Vito",10/15/1968,322,female,Swedish,Ms.,N,,,CH,Switzerland,Shad1968,xeiyahCh4I,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",41,Abrahamsson,Libra,MasterCard,5571604014752593,626,2/2017,,"1Z 851 7Y8 15 6068 126 4",3888486460,60968280,O-,114.8,52.2,"5' 7""",171
Lo,Strömberg,"Dreibündenstrasse 72","Davos Dorf",7260,LoStromberg@teleworm.us,"081 220 67 17",46.688125,9.955106,49860591-455d-4834-a574-d8b5c7128512,TallSeat.ch,"Star Interior Design",Brown,"Payroll coordinator","2012 Volvo XC90",2/1/1942,323,male,Swedish,Mr.,V,,,CH,Switzerland,Manclook,AhSairuB4xah,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",41,Abrahamsson,Aquarius,MasterCard,5386373390802134,752,4/2017,,"1Z 994 824 62 2247 302 0",7706397925,29698149,B-,140.6,63.9,"6' 0""",183
Egil,Gunnarsson,"Clius 36",Oberägeri,6315,EgilGunnarsson@superrito.com,"041 473 64 61",47.048854,8.685588,fa2f4552-8358-4c37-bd54-86ba1de538d9,EmploymentHealthcare.ch,"Accord Investments",Blue,"Ornamental ironworker","2008 Toyota Tundra",7/30/1931,324,male,Swedish,Mr.,I,,,CH,Switzerland,Reckessequod,vo3xog5Id9Moh,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/601.2.7 (KHTML, like Gecko) Version/9.0.1 Safari/601.2.7",41,Forsberg,Leo,Visa,4532542088878418,573,9/2018,,"1Z 74W 268 29 6753 335 6",4487592000,38531947,O+,183.5,83.4,"5' 6""",168
Marwin,Sundberg,"Hasenbühlstrasse 79",Bonstetten,8906,MarwinSundberg@fleckens.hu,"044 458 38 22",47.26562,8.445965,9e7b3687-e0c0-408f-a398-ecf89e52f3c5,ArchitectSeek.ch,"Asian Solutions",Red,Chiropractor,"2008 Citroen C8",12/18/1947,325,male,Swedish,Mr.,M,,,CH,Switzerland,Undeavere,sahCahz7o,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:42.0) Gecko/20100101 Firefox/42.0",41,Samuelsson,Sagittarius,MasterCard,5114727698461100,700,9/2018,,"1Z 359 727 55 6363 940 4",8861192371,56399794,B+,241.6,109.8,"5' 10""",179
Nima,Blom,"Via Luzzas 98",Fetzisloo,9322,NimaBlom@dayrep.com,"071 664 41 71",47.497742,9.411748,60c68094-e934-41fd-899d-6d2bef4abb94,SharingYou.ch,"Custom Lawn Service",Blue,"Industrial relations director","2006 Ford Territory",12/5/1953,326,male,Swedish,Mr.,D,,,CH,Switzerland,Beformady,eeKiewu1ape,"Mozilla/5.0 (X11; Linux x86_64; rv:43.0) Gecko/20100101 Firefox/43.0",41,Nyman,Sagittarius,MasterCard,5334875952112952,716,10/2021,,"1Z 127 660 41 0213 415 0",1248203571,47411407,O+,147.0,66.8,"5' 7""",169
Theo,Dahl,"Kirchstrasse 42","La Pierra",1676,TheoDahl@superrito.com,"026 880 28 14",46.679266,6.84183,091aaf6c-f448-4375-8cdd-38312f6b450f,GlobeReservations.ch,"Golf Augusta Pro Shops",White,"Mine examiner","2000 Lexus GS",7/17/1977,327,male,Swedish,Mr.,L,,,CH,Switzerland,Wasm1977,ii9Eephoh,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.80 Safari/537.36",41,Johnsson,Cancer,MasterCard,5174736404661777,934,6/2019,,"1Z 585 F18 38 5400 950 0",4389466485,17210981,A+,238.3,108.3,"5' 9""",176
Wille,Lindström,"Allmenrüti 37",Seegräben,8607,WilleLindstrom@cuvox.de,"052 931 18 68",47.351687,8.796143,bb251a0c-6d28-443b-864a-15f166368c50,BackCarpet.ch,Metro,Blue,"Industrial-organizational psychologist","2005 Ford Bantam",1/26/1952,328,male,Swedish,Mr.,N,,,CH,Switzerland,Forivento,Fee7Ibiec7,"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0",41,Bergström,Aquarius,Visa,4556025792744945,116,12/2018,,"1Z 296 465 80 0205 077 6",1598702422,22325914,O+,190.1,86.4,"5' 9""",175
Petrus,Löfgren,"Sonnenbergstr 14",Boveresse,2113,PetrusLofgren@cuvox.de,"032 289 61 83",46.954257,6.555338,60705592-b938-4504-a55c-76d80d6f80ca,LunchLookup.ch,Burstein-Applebee,Blue,Neuropsychologist,"1999 Chevrolet Lumina",8/13/1952,329,male,Swedish,Mr.,E,,,CH,Switzerland,Tholdis,vii0aph0Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",41,Nyberg,Leo,MasterCard,5110092241110462,834,3/2018,,"1Z 91W 222 14 6551 388 1",9491523401,55471405,A-,227.5,103.4,"5' 11""",181
Hanan,Jonsson,"Semperweg 55",Birchwil,8309,HananJonsson@cuvox.de,"044 783 49 98",47.4713,8.693892,630c281f-d628-4b8e-a875-febb086cfc10,SpanishFloor.ch,"Big Apple",Purple,Polisher,"2011 Lincoln MKS",5/21/1961,330,female,Swedish,Ms.,P,,,CH,Switzerland,Thesustrach,oT9aezee4r,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.80 Safari/537.36",41,Engström,Gemini,MasterCard,5205400439250758,930,4/2017,,"1Z 899 26F 02 0694 977 1",4425902450,71800174,A-,169.2,76.9,"5' 1""",154
Ludwig,Söderberg,"Via Vigizzi 71",Uetwile,8564,LudwigSoderberg@superrito.com,"052 778 12 96",47.646152,8.993208,64796c48-0283-4ca4-8ef3-f16dac051ae5,WallstreetWriter.ch,"Allied Radio",Red,"Electrical line worker","2008 BMW 335",7/1/1995,331,male,Swedish,Mr.,M,,,CH,Switzerland,Damisponat,Ahquaef4oh,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:42.0) Gecko/20100101 Firefox/42.0",41,Eklund,Cancer,MasterCard,5218810541168182,384,3/2019,,"1Z 89E 8F4 83 7095 580 4",8661886849,11925426,O+,141.2,64.2,"6' 1""",185
Osman,Larsson,"Kronwiesenweg 122",Kosthofen,3262,OsmanLarsson@armyspy.com,"032 838 51 57",47.04605,7.386116,06de2cfb-fb5a-4167-a236-2b36bb6671e7,TuitionDepartment.ch,"Joseph Magnin",Red,"Electronic technician","1996 Italdesign Legram",1/21/1987,332,male,Swedish,Mr.,N,,,CH,Switzerland,Thave1987,OfaCh3Ah,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",41,Holm,Aquarius,MasterCard,5305334161472802,436,5/2020,,"1Z 011 055 46 9433 044 4",6161844544,34433590,A+,221.8,100.8,"5' 11""",181
Lily,Ström,"Piazza Indipendenza 91",Thun,3607,LilyStrom@armyspy.com,"033 955 16 62",46.693048,7.668324,4b5dd8fc-1c2d-4694-9de1-379646c3644e,SponsorRank.ch,"Crown Auto Parts",Orange,Blockmason,"1996 Ford Taurus",7/2/1969,333,female,Swedish,Ms.,Z,,,CH,Switzerland,Everat,tooCh3ah,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",41,Samuelsson,Cancer,MasterCard,5291137477077975,420,10/2018,,"1Z 739 341 35 1741 214 4",8163040247,14151734,AB+,128.0,58.2,"5' 1""",154
Vanesa,Larsson,"Langwiesstrasse 148",Weite,9476,VanesaLarsson@rhyta.com,"071 928 30 64",47.002868,9.470307,888d4803-3e54-4bf0-8d56-91ab6081fd72,AnytimeDiscounts.ch,"Garden Master",Blue,"Earth driller","2007 Lexus RX",1/3/1991,334,female,Swedish,Ms.,J,,,CH,Switzerland,Ankintly,xee7aeDie0m,"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0",41,Berggren,Capricorn,Visa,4716513639737302,811,12/2019,,"1Z 971 7F0 20 4510 150 6",8643328705,36844260,O+,176.2,80.1,"5' 2""",158
Sol,Hellström,"Herrenberg 45",Prez-vers-Siviriez,1677,SolHellstrom@dayrep.com,"026 631 55 90",46.579227,6.96137,8a08d5dc-41fe-438c-bc31-be59f694c6c1,FinanceApplications.ch,"Enviro Architectural Designs",Brown,"Science writer","2004 Chevrolet Aveo",9/1/1940,335,female,Swedish,Mrs.,P,,,CH,Switzerland,Wonve1940,Oanosh8uF0,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:42.0) Gecko/20100101 Firefox/42.0",41,Berggren,Virgo,MasterCard,5315625507023482,784,10/2021,,"1Z E82 755 13 1674 235 2",1052004597,74772764,B+,134.0,60.9,"5' 3""",159
Katarina,Blomqvist,"Kornquaderweg 89",Rheinau,8462,KatarinaBlomqvist@fleckens.hu,"052 819 26 11",47.570342,8.541984,e2fe934d-9cf4-40ec-9ff8-438b1decf4b1,BondSupport.ch,"Consumers Food and Drug",Red,"Foot specialist","2012 Fiat Ducato",11/27/1936,336,female,Swedish,Ms.,A,,,CH,Switzerland,Youseliked,TieNgoy5ae,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.80 Safari/537.36",41,Lind,Sagittarius,Visa,4916183897658307,398,3/2019,,"1Z 55W 921 52 4217 692 2",2006271183,44225788,A-,113.5,51.6,"5' 1""",156
Alisa,Magnusson,"Hasenbühlstrasse 75",Bollodingen,3366,AlisaMagnusson@armyspy.com,"032 288 45 13",47.180413,7.803341,75ed2bca-37a4-4074-8608-fbcc4f299c0a,RelaxBars.ch,d.e.m.o.,Green,Encoder,"2007 Honda FR-V",3/5/1952,337,female,Swedish,Mrs.,D,,,CH,Switzerland,Tignark1952,Aiki0aizae7,"Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:42.0) Gecko/20100101 Firefox/42.0",41,Nyström,Pisces,MasterCard,5539821105170789,433,9/2020,,"1Z 689 Y01 46 2249 928 0",7787598031,32532644,A+,145.4,66.1,"5' 3""",161
Elvis,Dahlberg,"Obere Haltenstrasse 144",Lugano,6910,ElvisDahlberg@rhyta.com,"091 606 88 46",45.958606,8.905631,9cbf83cf-6269-4c90-a566-3da3048fa51c,UEarly.ch,"Britches of Georgetown",Blue,"Asphalt paving machine operator","2014 Ford Explorer",11/18/1961,338,male,Swedish,Mr.,E,,,CH,Switzerland,Figirs1961,iMai2wafe,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.80 Safari/537.36",41,Hedlund,Scorpio,Visa,4539369580096403,470,9/2018,,"1Z 302 1F1 51 8836 340 2",8443742711,46401377,O+,223.5,101.6,"6' 0""",184
Iman,Nyström,"Via Altisio 43",Soubey,2887,ImanNystrom@einrot.com,"032 437 30 49",47.324028,6.973133,d8f2b2ee-eda0-4eef-915e-3cf9de7e1f5b,VWarning.ch,"Crafts & More",Green,"Administrative director","1998 Ferrari F355",9/7/1944,339,female,Swedish,Ms.,M,,,CH,Switzerland,Askild,ohho9Baay1oo,"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0",41,Holm,Virgo,MasterCard,5203250083883830,867,3/2018,,"1Z 053 103 91 0540 488 9",0099848019,20144661,B+,171.6,78.0,"5' 0""",153
Leila,Dahl,"Stradun 50",Granges-sur-Marly,1723,LeilaDahl@armyspy.com,"026 556 53 93",46.744391,7.269988,b1650ddc-b8d3-4118-8640-7f16a944639d,BackupContact.ch,"Pup 'N' Taco",Green,"Oxy-gas cutter","2014 FIAT 500e",1/14/1963,340,female,Swedish,Mrs.,T,,,CH,Switzerland,Hice1963,zo5oophiBoh,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",41,Blomqvist,Capricorn,MasterCard,5182595269763817,754,12/2018,,"1Z 877 54E 06 6837 468 2",3124225037,09416957,O+,230.6,104.8,"5' 4""",163
Zack,Carlsson,"Via Verbano 25",Uttigen,3628,ZackCarlsson@jourrapide.com,"033 619 55 81",46.728249,7.540638,300c8cc4-6ab9-46b4-8595-175d922160c5,AdvertisingCDs.ch,Quickbiz,Blue,Stratigrapher,"2002 Holden Zafira",9/29/1954,341,male,Swedish,Mr.,A,,,CH,Switzerland,Cognarl,wienohB1ohqu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.73 Safari/537.36",41,Åberg,Libra,MasterCard,5334718872036903,016,12/2020,,"1Z 619 A52 70 3672 055 9",8342248452,69032415,B+,196.7,89.4,"5' 9""",174
Amin,Gustafsson,"Via Vigizzi 56",Unterhörstetten,8505,AminGustafsson@einrot.com,"052 285 30 43",47.519358,9.037784,439c714c-0515-4486-9b0e-6c25bb800360,PremiumZip.ch,"CSK Auto",Green,Caster,"2004 Kia Spectra",10/23/1974,342,male,Swedish,Mr.,S,,,CH,Switzerland,Ingdow,sua5ieV2N,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.80 Safari/537.36",41,Forsberg,Scorpio,Visa,4485183611677550,345,2/2017,,"1Z 796 7V7 59 9026 111 9",6116597116,05642349,A+,226.6,103.0,"6' 2""",189
Carolin,Holm,"Brucknerweg 75",Häuslenen,8522,CarolinHolm@armyspy.com,"052 474 75 37",47.534834,8.935711,4bd314fb-9d04-402e-9b17-45bb36b60747,PodYou.ch,"Affinity Investment Group",Black,Caulker,"2005 Saturn Vue",2/27/1982,343,female,Swedish,Ms.,E,,,CH,Switzerland,Ruimilot82,Ohquue7te,"Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0",41,Jönsson,Pisces,MasterCard,5111133485581452,295,9/2018,,"1Z 660 001 54 4001 664 2",5856642061,85271302,O-,122.1,55.5,"5' 3""",160
